Zip Code,Location,Building type (service class),Consumption (kWh),Consumption (GJ),Utility/Data Source
10001,"(40.75025902143676, -73.99688630375988)",Secret Government Facility,23328498,83983,ConEd
10002,"(40.71612146793143, -73.98583147024613)",Commercial,25546333,91967,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Commercial,34683872,124862,ConEd
10004,"(40.688827825343935, -74.01911250583743)",Commercial,3632905,13078,ConEd
10005,"(40.7061257920717, -74.00858468583453)",Commercial,1783763,6422,ConEd
10006,"(40.70825614030866, -74.01355356964149)",Commercial,1847116,6650,ConEd
10007,"(40.71363051943297, -74.00913138370635)",Commercial,3665693,13196,ConEd
10008,"(40.712344999722006, -74.00994500036143)",Commercial,3561,13,ConEd
10009,"(40.72664935898081, -73.97911148500697)",Commercial,15000190,54001,ConEd
10010,"(40.73914078212147, -73.98289845639863)",Commercial,16046538,57768,ConEd
10011,"(40.74471526669623, -74.00460000028977)",Commercial,27134322,97684,ConEd
10012,"(40.72553802086304, -73.99789641059084)",Commercial,19995304,71983,ConEd
10013,"(40.721242188776046, -74.00888900022716)",Commercial,30246836,108889,ConEd
10014,"(40.73358645135369, -74.01019960472792)",Commercial,25569356,92050,ConEd
10015,,Commercial,2790,10,ConEd
10016,"(40.745242969987146, -73.97823298586354)",Commercial,23455700,84441,ConEd
10017,"(40.75245652744684, -73.97297648087982)",Commercial,10331658,37194,ConEd
10018,"(40.756840774582145, -73.99669149981281)",Commercial,13117339,47222,ConEd
10019,"(40.76761164715987, -73.99180550022362)",Commercial,22295708,80265,ConEd
10020,"(40.7594985131459, -73.98007439721562)",Commercial,46864,169,ConEd
10021,"(40.76920532766377, -73.959183941086)",Commercial,31141570,112110,ConEd
10022,"(40.758630224005685, -73.96809182217982)",Commercial,17588978,63320,ConEd
10023,"(40.774536138232236, -73.97994335610099)",Commercial,20577001,74077,ConEd
10024,"(40.78362556816552, -73.96653900057436)",Commercial,16768690,60367,ConEd
10025,"(40.79685012763133, -73.96372581059762)",Commercial,18169710,65411,ConEd
10026,"(40.80305812163505, -73.95334277604826)",Commercial,9880365,35569,ConEd
10027,"(40.811549564460904, -73.95290033568193)",Commercial,20531586,73914,ConEd
10028,"(40.776344978837756, -73.95296667956859)",Commercial,15841851,57031,ConEd
10029,"(40.79161072055837, -73.94403228106489)",Commercial,15727453,56619,ConEd
10030,"(40.81843517604261, -73.94276530357587)",Commercial,9395863,33825,ConEd
10031,"(40.82495420507257, -73.9501244360938)",Commercial,15705408,56539,ConEd
10032,"(40.83693034905639, -73.94917852197119)",Commercial,13257030,47725,ConEd
10033,"(40.85621992920642, -73.94585900019268)",Commercial,12717666,45784,ConEd
10034,"(40.8706171092922, -73.9242232587963)",Commercial,8231208,29632,ConEd
10035,"(40.79381703542788, -73.91931750020245)",Commercial,9711361,34961,ConEd
10036,"(40.75934682719435, -73.989860554421)",Commercial,16824277,60567,ConEd
10037,"(40.81329776108288, -73.93728252556804)",Commercial,3592263,12932,ConEd
10038,"(40.70935929189784, -74.00307186237649)",Commercial,5693853,20498,ConEd
10039,"(40.82668192862815, -73.93777090780111)",Commercial,5009134,18033,ConEd
10040,"(40.85809553188335, -73.92925548994884)",Commercial,8090962,29127,ConEd
10044,"(40.76197648622593, -73.94999967494499)",Commercial,334702,1205,ConEd
10065,"(40.76430121303059, -73.96303993544461)",Commercial,16446771,59208,ConEd
10069,"(40.77825400032191, -73.98854199991331)",Commercial,1263527,4549,ConEd
10075,"(40.77293949176419, -73.95609016263086)",Commercial,9357473,33687,ConEd
10128,"(40.781770000585084, -73.95062814906976)",Commercial,15675970,56433,ConEd
10199,"(40.74998099962346, -73.99411599975355)",Commercial,1571,6,ConEd
10280,"(40.709594512276965, -74.02022453553383)",Commercial,2285656,8228,ConEd
10282,"(40.71961455706622, -74.01464928293802)",Commercial,1498186,5393,ConEd
10301,"(40.62678550844453, -74.09611291088208)",Commercial,9186720,33072,ConEd
10302,"(40.63083331110846, -74.13773429869889)",Commercial,4594971,16542,ConEd
10303,"(40.633032309993155, -74.16834884981955)",Commercial,4381674,15774,ConEd
10304,"(40.59122944258473, -74.1113280000871)",Commercial,7446337,26807,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Commercial,6291837,22651,ConEd
10306,"(40.56602048965391, -74.11994566905736)",Commercial,8576411,30875,ConEd
10307,"(40.508004527487, -74.24211428194849)",Commercial,1787816,6436,ConEd
10308,"(40.552935295427574, -74.15130275981448)",Commercial,3062698,11026,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Commercial,5583390,20100,ConEd
10310,"(40.632789000212256, -74.11645860538027)",Commercial,5652138,20348,ConEd
10312,"(40.54295597733653, -74.18037681723627)",Commercial,5886025,21190,ConEd
10314,"(40.59649030298516, -74.16599111879503)",Commercial,10738117,38657,ConEd
10451,"(40.82069640711353, -73.92384136798472)",Commercial,9053006,32591,ConEd
10452,"(40.83772426336412, -73.9233322114124)",Commercial,12402361,44648,ConEd
10453,"(40.852786838341956, -73.91342678431863)",Commercial,13068054,47045,ConEd
10454,"(40.805846930091775, -73.91628504651766)",Commercial,9062834,32626,ConEd
10455,"(40.813535754971156, -73.9053552520432)",Commercial,10403262,37452,ConEd
10456,"(40.8304366800088, -73.9077651995043)",Commercial,16163455,58188,ConEd
10457,"(40.84579837129786, -73.89832418681175)",Commercial,16819847,60551,ConEd
10458,"(40.86260132868841, -73.88479001504714)",Commercial,22207957,79949,ConEd
10459,"(40.82552621616202, -73.89313106784448)",Commercial,13248608,47695,ConEd
10460,"(40.84309034804119, -73.87860282506028)",Commercial,12294852,44261,ConEd
10461,"(40.846960590359004, -73.840632836736)",Commercial,14643284,52716,ConEd
10462,"(40.84225833665295, -73.85799663293824)",Commercial,13485938,48549,ConEd
10463,"(40.88187196282087, -73.91120748054078)",Commercial,9382468,33777,ConEd
10464,"(40.875709096797436, -73.81229725041771)",Commercial,1478835,5324,ConEd
10465,"(40.827628067581315, -73.82241314135337)",Commercial,8044815,28961,ConEd
10466,"(40.89080973018497, -73.84600906306775)",Commercial,13510693,48638,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Commercial,21012753,75646,ConEd
10468,"(40.869693003729196, -73.89892699248668)",Commercial,14800401,53281,ConEd
10469,"(40.86818180274804, -73.84656868779467)",Commercial,12646736,45528,ConEd
10470,"(40.90012797192844, -73.8712277502604)",Commercial,4759382,17134,ConEd
10471,"(40.90199442310421, -73.9036265005625)",Commercial,3762816,13546,ConEd
10472,"(40.829730432513486, -73.87013213139272)",Commercial,14513399,52248,ConEd
10473,"(40.81773147093071, -73.86053700008245)",Commercial,4884453,17584,ConEd
10474,"(40.810882923108466, -73.88235636235618)",Commercial,5370176,19333,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Commercial,1695511,6104,ConEd
11001,"(40.72139000494485, -73.70739692842545)",Commercial,202692,730,ConEd
11004,"(40.74323783435864, -73.71201500019208)",Commercial,2531621,9114,ConEd
11040,"(40.74529996182383, -73.6796319322678)",Commercial,228954,824,ConEd
11101,"(40.74570244980828, -73.93866902925225)",Commercial,17391243,62608,ConEd
11102,"(40.77152402451418, -73.92643545073543)",Commercial,9863775,35510,ConEd
11103,"(40.76286893025696, -73.91327185810974)",Commercial,13131105,47272,ConEd
11104,"(40.74489336663561, -73.92054134530679)",Commercial,5607806,20188,ConEd
11105,"(40.780092072491186, -73.90960650023976)",Commercial,15693054,56495,ConEd
11106,"(40.761699790013324, -73.9316632529567)",Commercial,10925024,39330,ConEd
11109,"(40.744414792408804, -73.95770234668589)",Commercial,89905,324,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Commercial,18062399,65025,ConEd
11202,"(40.69790600026175, -73.99134299957973)",Commercial,0,0,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Commercial,16314637,58733,ConEd
11204,"(40.619055848049015, -73.98479859887618)",Commercial,16999354,61198,ConEd
11205,"(40.693882095282504, -73.96433450773128)",Commercial,12137675,43696,ConEd
11206,"(40.70191201682616, -73.94237919854112)",Commercial,17940927,64587,ConEd
11207,"(40.670802431187326, -73.89384115004901)",Commercial,23462879,84466,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Commercial,20165867,72597,ConEd
11209,"(40.62338709723679, -74.03065295347096)",Commercial,16324425,58768,ConEd
11210,"(40.62772226387142, -73.946537919989)",Commercial,9694712,34901,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Commercial,33521344,120677,ConEd
11212,"(40.66279716995348, -73.91298489433734)",Commercial,17853199,64272,ConEd
11213,"(40.67122516920625, -73.93644336636822)",Commercial,16671115,60016,ConEd
11214,"(40.604011809897145, -74.0009690001192)",Commercial,16325880,58773,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Commercial,22960173,82657,ConEd
11216,"(40.680758670876, -73.94926775090596)",Commercial,22487070,80953,ConEd
11217,"(40.68231210132245, -73.97956718857483)",Commercial,14760176,53137,ConEd
11218,"(40.64322700851966, -73.9764486221062)",Commercial,15455489,55640,ConEd
11219,"(40.63277295540763, -73.99667681118586)",Commercial,21487563,77355,ConEd
11220,"(40.641184928741495, -74.01676472671073)",Commercial,25802940,92891,ConEd
11221,"(40.69128803951145, -73.92761792792498)",Commercial,22489452,80962,ConEd
11222,"(40.72825312178418, -73.94715978319738)",Commercial,16091837,57931,ConEd
11223,"(40.596939623165156, -73.97331147204676)",Commercial,16971123,61096,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Commercial,4820008,17352,ConEd
11225,"(40.66317005855143, -73.95370110911887)",Commercial,12963956,46670,ConEd
11226,"(40.64650500230408, -73.9571900991437)",Commercial,23277754,83800,ConEd
11227,,Commercial,73,0,ConEd
11228,"(40.61654071408276, -74.0132778473947)",Commercial,8274201,29787,ConEd
11229,"(40.60123350732056, -73.94436854117521)",Commercial,13709438,49354,ConEd
11230,"(40.62192951023877, -73.96551106018723)",Commercial,16512759,59446,ConEd
11231,"(40.6775543117821, -74.00467670436637)",Commercial,12249097,44097,ConEd
11232,"(40.65451161701759, -74.00003392912248)",Commercial,9518130,34265,ConEd
11233,"(40.67813043816926, -73.91977647550391)",Commercial,17560930,63219,ConEd
11234,"(40.61636866748006, -73.92773224974349)",Commercial,13234107,47643,ConEd
11235,"(40.57841410882412, -73.94026000009887)",Commercial,17783125,64019,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Commercial,14102595,50769,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Commercial,15371285,55337,ConEd
11238,"(40.67886241346963, -73.9638204696389)",Commercial,18722001,67399,ConEd
11239,"(40.64949607998017, -73.8655249998788)",Commercial,315893,1137,ConEd
11354,"(40.76862022064671, -73.82719028070687)",Commercial,15987659,57556,ConEd
11355,"(40.7512997969481, -73.82147854789662)",Commercial,16433636,59161,ConEd
11356,"(40.7849280967543, -73.84181070040347)",Commercial,6479169,23325,ConEd
11357,"(40.78628404147537, -73.81123206101074)",Commercial,5811471,20921,ConEd
11358,"(40.760350968822195, -73.79632645819947)",Commercial,9196646,33108,ConEd
11359,"(40.79159246611948, -73.77693836811113)",Commercial,17481,63,ConEd
11360,"(40.78070133439911, -73.78226733686807)",Commercial,2670805,9615,ConEd
11361,"(40.76418884813688, -73.77232552860022)",Commercial,7319199,26349,ConEd
11362,"(40.759074216601846, -73.73430017711144)",Commercial,2845101,10242,ConEd
11363,"(40.772398418252465, -73.74679788741253)",Commercial,989672,3563,ConEd
11364,"(40.745924680379744, -73.75790275560763)",Commercial,4015159,14455,ConEd
11365,"(40.73987184371066, -73.79462153515567)",Commercial,3850048,13860,ConEd
11366,"(40.72816440726166, -73.79226817393703)",Commercial,3002856,10810,ConEd
11367,"(40.730323085042414, -73.82610630716033)",Commercial,6019460,21670,ConEd
11368,"(40.749678220373596, -73.85304068857687)",Commercial,25948839,93416,ConEd
11369,"(40.76341327370369, -73.8723788986672)",Commercial,5676639,20436,ConEd
11370,"(40.75935377085989, -73.89184400040028)",Commercial,4629774,16667,ConEd
11372,"(40.75163073936716, -73.88361254528269)",Commercial,17698139,63713,ConEd
11373,"(40.73871040256307, -73.87835115518163)",Commercial,17592488,63333,ConEd
11374,"(40.72646491702238, -73.86148084756303)",Commercial,6484903,23346,ConEd
11375,"(40.720707263029794, -73.84628429608335)",Commercial,11803897,42494,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Commercial,19141765,68910,ConEd
11378,"(40.72145310497689, -73.90854350068196)",Commercial,8875143,31951,ConEd
11379,"(40.71679766547993, -73.87933421310339)",Commercial,5410177,19477,ConEd
11385,"(40.70122489161548, -73.88334858436963)",Commercial,24466319,88079,ConEd
11411,"(40.694293339066405, -73.73568329125084)",Commercial,2031103,7312,ConEd
11412,"(40.69812711747255, -73.75923519834566)",Commercial,5258931,18932,ConEd
11413,"(40.66971118122609, -73.75087393328533)",Commercial,5209150,18753,ConEd
11414,"(40.65817022817356, -73.84496263981396)",Commercial,3044654,10961,ConEd
11415,"(40.708286075142325, -73.82855612156771)",Commercial,3786037,13630,ConEd
11416,"(40.68457809700163, -73.8496016684822)",Commercial,5331482,19193,ConEd
11417,"(40.6763637308016, -73.84454275534387)",Commercial,5457147,19646,ConEd
11418,"(40.69637041236467, -73.84031024991805)",Commercial,9331050,33592,ConEd
11419,"(40.68871379040917, -73.82288833053201)",Commercial,10092804,36334,ConEd
11420,"(40.67334524268887, -73.81770717164864)",Commercial,6219460,22390,ConEd
11421,"(40.69176458756573, -73.85702228584978)",Commercial,6721710,24198,ConEd
11422,"(40.66161349396765, -73.736051726406)",Commercial,3539639,12743,ConEd
11423,"(40.71722229567246, -73.7671414999802)",Commercial,4676972,16837,ConEd
11426,"(40.73704138495202, -73.72415699894628)",Commercial,1999398,7198,ConEd
11427,"(40.72931057432362, -73.75067602128132)",Commercial,1832228,6596,ConEd
11428,"(40.721396964798146, -73.74193729726841)",Commercial,3670449,13214,ConEd
11429,"(40.70991312049415, -73.73864031609764)",Commercial,3023947,10886,ConEd
11431,"(40.708100000015065, -73.79761899981696)",Commercial,4079,15,ConEd
11432,"(40.71311535449007, -73.79282099978928)",Commercial,12524176,45087,ConEd
11433,"(40.698104881734935, -73.7875740339145)",Commercial,5476348,19715,ConEd
11434,"(40.6769452621142, -73.77530690169215)",Commercial,7621222,27436,ConEd
11435,"(40.70119264912154, -73.80979665579099)",Commercial,12418821,44708,ConEd
11436,"(40.67571820912809, -73.79646501494847)",Commercial,1628084,5861,ConEd
11691,"(40.600614338480966, -73.76256777468302)",Commercial,3311,12,ConEd
11693,"(40.6183036047276, -73.82495531523557)",Commercial,299389,1078,ConEd
10001,"(40.75025902143676, -73.99688630375988)",Commercial,843700322,3037321,ConEd
10002,"(40.71612146793143, -73.98583147024613)",Commercial,156994430,565180,ConEd
10003,"(40.73194394755518, -73.98887214913032)",Commercial,616200801,2218323,ConEd
10004,"(40.688827825343935, -74.01911250583743)",Commercial,587391964,2114611,ConEd
10005,"(40.7061257920717, -74.00858468583453)",Commercial,348883018,1255979,ConEd
10006,"(40.70825614030866, -74.01355356964149)",Commercial,106152770,382150,ConEd
10007,"(40.71363051943297, -74.00913138370635)",Commercial,282794506,1018060,ConEd
10009,"(40.72664935898081, -73.97911148500697)",Commercial,91588206,329718,ConEd
10010,"(40.73914078212147, -73.98289845639863)",Commercial,469230878,1689231,ConEd
10011,"(40.74471526669623, -74.00460000028977)",Commercial,721316847,2596741,ConEd
10012,"(40.72553802086304, -73.99789641059084)",Commercial,258113462,929208,ConEd
10013,"(40.721242188776046, -74.00888900022716)",Commercial,559408784,2013872,ConEd
10014,"(40.73358645135369, -74.01019960472792)",Commercial,334840757,1205427,ConEd
10016,"(40.745242969987146, -73.97823298586354)",Commercial,766244296,2758479,ConEd
10017,"(40.75245652744684, -73.97297648087982)",Commercial,1310094205,4716339,ConEd
10018,"(40.756840774582145, -73.99669149981281)",Commercial,598554460,2154796,ConEd
10019,"(40.76761164715987, -73.99180550022362)",Commercial,1469718951,5290988,ConEd
10020,"(40.7594985131459, -73.98007439721562)",Commercial,341720457,1230194,ConEd
10021,"(40.76920532766377, -73.959183941086)",Commercial,270811016,974920,ConEd
10022,"(40.758630224005685, -73.96809182217982)",Commercial,1363203205,4907532,ConEd
10023,"(40.774536138232236, -73.97994335610099)",Commercial,343569316,1236850,ConEd
10024,"(40.78362556816552, -73.96653900057436)",Commercial,138722370,499401,ConEd
10025,"(40.79685012763133, -73.96372581059762)",Commercial,207480361,746929,ConEd
10026,"(40.80305812163505, -73.95334277604826)",Commercial,43317511,155943,ConEd
10027,"(40.811549564460904, -73.95290033568193)",Commercial,272054407,979396,ConEd
10028,"(40.776344978837756, -73.95296667956859)",Commercial,142226372,512015,ConEd
10029,"(40.79161072055837, -73.94403228106489)",Commercial,247118466,889626,ConEd
10030,"(40.81843517604261, -73.94276530357587)",Commercial,20407167,73466,ConEd
10031,"(40.82495420507257, -73.9501244360938)",Commercial,53974001,194306,ConEd
10032,"(40.83693034905639, -73.94917852197119)",Commercial,254442982,915995,ConEd
10033,"(40.85621992920642, -73.94585900019268)",Commercial,67276180,242194,ConEd
10034,"(40.8706171092922, -73.9242232587963)",Commercial,62612687,225406,ConEd
10035,"(40.79381703542788, -73.91931750020245)",Commercial,81795111,294462,ConEd
10036,"(40.75934682719435, -73.989860554421)",Commercial,1205257646,4338928,ConEd
10037,"(40.81329776108288, -73.93728252556804)",Commercial,19569632,70451,ConEd
10038,"(40.70935929189784, -74.00307186237649)",Commercial,287547689,1035172,ConEd
10039,"(40.82668192862815, -73.93777090780111)",Commercial,22559055,81213,ConEd
10040,"(40.85809553188335, -73.92925548994884)",Commercial,39553163,142391,ConEd
10044,"(40.76197648622593, -73.94999967494499)",Commercial,10992485,39573,ConEd
10045,"(40.70786499996984, -74.00814400004555)",Commercial,19756346,71123,ConEd
10048,,Commercial,632080,2275,ConEd
10065,"(40.76430121303059, -73.96303993544461)",Commercial,503576883,1812877,ConEd
10069,"(40.77825400032191, -73.98854199991331)",Commercial,15782764,56818,ConEd
10075,"(40.77293949176419, -73.95609016263086)",Commercial,98063559,353029,ConEd
10080,"(40.71445199976006, -74.01547499997122)",Commercial,0,0,ConEd
10128,"(40.781770000585084, -73.95062814906976)",Commercial,138428178,498341,ConEd
10199,"(40.74998099962346, -73.99411599975355)",Commercial,17550945,63183,ConEd
10280,"(40.709594512276965, -74.02022453553383)",Commercial,22193151,79895,ConEd
10281,"(40.71433000042924, -74.0151969997417)",Commercial,17011890,61243,ConEd
10282,"(40.71961455706622, -74.01464928293802)",Commercial,86869109,312729,ConEd
10285,"(40.711871000346434, -74.01440299999842)",Commercial,9354278,33675,ConEd
10301,"(40.62678550844453, -74.09611291088208)",Commercial,52388362,188598,ConEd
10302,"(40.63083331110846, -74.13773429869889)",Commercial,29071865,104659,ConEd
10303,"(40.633032309993155, -74.16834884981955)",Commercial,45331995,163195,ConEd
10304,"(40.59122944258473, -74.1113280000871)",Commercial,39978963,143924,ConEd
10305,"(40.596184688172855, -74.07507238488262)",Commercial,68498405,246594,ConEd
10306,"(40.56602048965391, -74.11994566905736)",Commercial,62092493,223533,ConEd
10307,"(40.508004527487, -74.24211428194849)",Commercial,9947920,35813,ConEd
10308,"(40.552935295427574, -74.15130275981448)",Commercial,16950921,61023,ConEd
10309,"(40.530393118347774, -74.21893861432557)",Commercial,46994319,169180,ConEd
10310,"(40.632789000212256, -74.11645860538027)",Commercial,24198492,87115,ConEd
10312,"(40.54295597733653, -74.18037681723627)",Commercial,35416450,127499,ConEd
10314,"(40.59649030298516, -74.16599111879503)",Commercial,152689618,549683,ConEd
10451,"(40.82069640711353, -73.92384136798472)",Commercial,113387887,408196,ConEd
10452,"(40.83772426336412, -73.9233322114124)",Commercial,128401121,462244,ConEd
10453,"(40.852786838341956, -73.91342678431863)",Commercial,65133588,234481,ConEd
10454,"(40.805846930091775, -73.91628504651766)",Commercial,61481206,221332,ConEd
10455,"(40.813535754971156, -73.9053552520432)",Commercial,70271857,252979,ConEd
10456,"(40.8304366800088, -73.9077651995043)",Commercial,72592348,261332,ConEd
10457,"(40.84579837129786, -73.89832418681175)",Commercial,98771376,355577,ConEd
10458,"(40.86260132868841, -73.88479001504714)",Commercial,123157770,443368,ConEd
10459,"(40.82552621616202, -73.89313106784448)",Commercial,60951482,219425,ConEd
10460,"(40.84309034804119, -73.87860282506028)",Commercial,53792553,193653,ConEd
10461,"(40.846960590359004, -73.840632836736)",Commercial,185485662,667748,ConEd
10462,"(40.84225833665295, -73.85799663293824)",Commercial,100274725,360989,ConEd
10463,"(40.88187196282087, -73.91120748054078)",Commercial,101676406,366035,ConEd
10464,"(40.875709096797436, -73.81229725041771)",Commercial,9647269,34730,ConEd
10465,"(40.827628067581315, -73.82241314135337)",Commercial,40093860,144338,ConEd
10466,"(40.89080973018497, -73.84600906306775)",Commercial,53723048,193403,ConEd
10467,"(40.8770479121315, -73.87153250082423)",Commercial,103456885,372445,ConEd
10468,"(40.869693003729196, -73.89892699248668)",Commercial,101328545,364783,ConEd
10469,"(40.86818180274804, -73.84656868779467)",Commercial,56204953,202338,ConEd
10470,"(40.90012797192844, -73.8712277502604)",Commercial,14550071,52380,ConEd
10471,"(40.90199442310421, -73.9036265005625)",Commercial,55540984,199948,ConEd
10472,"(40.829730432513486, -73.87013213139272)",Commercial,43036265,154931,ConEd
10473,"(40.81773147093071, -73.86053700008245)",Commercial,50430433,181550,ConEd
10474,"(40.810882923108466, -73.88235636235618)",Commercial,141171846,508219,ConEd
10475,"(40.874142343794176, -73.82706856556183)",Commercial,52914838,190493,ConEd
11001,"(40.72139000494485, -73.70739692842545)",Commercial,599476,2158,ConEd
11004,"(40.74323783435864, -73.71201500019208)",Commercial,12117995,43625,ConEd
11040,"(40.74529996182383, -73.6796319322678)",Commercial,48911477,176081,ConEd
11101,"(40.74570244980828, -73.93866902925225)",Commercial,394431803,1419954,ConEd
11102,"(40.77152402451418, -73.92643545073543)",Commercial,44812859,161326,ConEd
11103,"(40.76286893025696, -73.91327185810974)",Commercial,57300780,206283,ConEd
11104,"(40.74489336663561, -73.92054134530679)",Commercial,35216649,126780,ConEd
11105,"(40.780092072491186, -73.90960650023976)",Commercial,58508964,210632,ConEd
11106,"(40.761699790013324, -73.9316632529567)",Commercial,72387128,260594,ConEd
11109,"(40.744414792408804, -73.95770234668589)",Commercial,12887441,46395,ConEd
11201,"(40.69467825879468, -73.98992086835335)",Commercial,518332475,1865997,ConEd
11203,"(40.649721601170995, -73.93427608567276)",Commercial,72686339,261671,ConEd
11204,"(40.619055848049015, -73.98479859887618)",Commercial,50925393,183331,ConEd
11205,"(40.693882095282504, -73.96433450773128)",Commercial,97425144,350731,ConEd
11206,"(40.70191201682616, -73.94237919854112)",Commercial,106501457,383405,ConEd
11207,"(40.670802431187326, -73.89384115004901)",Commercial,92270037,332172,ConEd
11208,"(40.67401318266229, -73.87206493005243)",Commercial,71152518,256149,ConEd
11209,"(40.62338709723679, -74.03065295347096)",Commercial,120627476,434259,ConEd
11210,"(40.62772226387142, -73.946537919989)",Commercial,48191471,173489,ConEd
11211,"(40.711589765255496, -73.95817675075642)",Commercial,151139640,544103,ConEd
11212,"(40.66279716995348, -73.91298489433734)",Commercial,93356497,336083,ConEd
11213,"(40.67122516920625, -73.93644336636822)",Commercial,52251472,188105,ConEd
11214,"(40.604011809897145, -74.0009690001192)",Commercial,86263880,310550,ConEd
11215,"(40.665557251366124, -73.97968153557434)",Commercial,105564298,380031,ConEd
11216,"(40.680758670876, -73.94926775090596)",Commercial,49650027,178740,ConEd
11217,"(40.68231210132245, -73.97956718857483)",Commercial,102138739,367699,ConEd
11218,"(40.64322700851966, -73.9764486221062)",Commercial,60889315,219202,ConEd
11219,"(40.63277295540763, -73.99667681118586)",Commercial,112296473,404267,ConEd
11220,"(40.641184928741495, -74.01676472671073)",Commercial,160934783,579365,ConEd
11221,"(40.69128803951145, -73.92761792792498)",Commercial,43936976,158173,ConEd
11222,"(40.72825312178418, -73.94715978319738)",Commercial,100605512,362180,ConEd
11223,"(40.596939623165156, -73.97331147204676)",Commercial,82399811,296639,ConEd
11224,"(40.576304656334855, -73.99953200040147)",Commercial,43311243,155920,ConEd
11225,"(40.66317005855143, -73.95370110911887)",Commercial,36589633,131723,ConEd
11226,"(40.64650500230408, -73.9571900991437)",Commercial,103960262,374257,ConEd
11228,"(40.61654071408276, -74.0132778473947)",Commercial,27332470,98397,ConEd
11229,"(40.60123350732056, -73.94436854117521)",Commercial,73246642,263688,ConEd
11230,"(40.62192951023877, -73.96551106018723)",Commercial,75109757,270395,ConEd
11231,"(40.6775543117821, -74.00467670436637)",Commercial,61588375,221718,ConEd
11232,"(40.65451161701759, -74.00003392912248)",Commercial,110557128,398006,ConEd
11233,"(40.67813043816926, -73.91977647550391)",Commercial,35022558,126081,ConEd
11234,"(40.61636866748006, -73.92773224974349)",Commercial,93565594,336836,ConEd
11235,"(40.57841410882412, -73.94026000009887)",Commercial,115525991,415894,ConEd
11236,"(40.64002149379695, -73.90112193992553)",Commercial,90686857,326473,ConEd
11237,"(40.704095739826585, -73.92099423399668)",Commercial,88508735,318631,ConEd
11238,"(40.67886241346963, -73.9638204696389)",Commercial,75950135,273420,ConEd
11239,"(40.64949607998017, -73.8655249998788)",Commercial,19194725,69101,ConEd
11241,"(40.69328899958771, -73.99062699983614)",Commercial,4127297,14858,ConEd
11242,"(40.69315000037227, -73.99102900038804)",Commercial,4222230,15200,ConEd
11252,"(40.60793409418318, -74.02694266727025)",Commercial,214632,773,ConEd
11256,"(40.662351000098624, -73.86011500040689)",Commercial,12309920,44316,ConEd
11354,"(40.76862022064671, -73.82719028070687)",Commercial,188591543,678930,ConEd
11355,"(40.7512997969481, -73.82147854789662)",Commercial,119107337,428786,ConEd
11356,"(40.7849280967543, -73.84181070040347)",Commercial,54741470,197069,ConEd
11357,"(40.78628404147537, -73.81123206101074)",Commercial,62200537,223922,ConEd
11358,"(40.760350968822195, -73.79632645819947)",Commercial,35320237,127153,ConEd
11360,"(40.78070133439911, -73.78226733686807)",Commercial,25678749,92443,ConEd
11361,"(40.76418884813688, -73.77232552860022)",Commercial,48560717,174819,ConEd
11362,"(40.759074216601846, -73.73430017711144)",Commercial,29294517,105460,ConEd
11363,"(40.772398418252465, -73.74679788741253)",Commercial,4693723,16897,ConEd
11364,"(40.745924680379744, -73.75790275560763)",Commercial,20504756,73817,ConEd
11365,"(40.73987184371066, -73.79462153515567)",Commercial,42683889,153662,ConEd
11366,"(40.72816440726166, -73.79226817393703)",Commercial,18504032,66615,ConEd
11367,"(40.730323085042414, -73.82610630716033)",Commercial,27737064,99853,ConEd
11368,"(40.749678220373596, -73.85304068857687)",Commercial,119480093,430128,ConEd
11369,"(40.76341327370369, -73.8723788986672)",Commercial,35277007,126997,ConEd
11370,"(40.75935377085989, -73.89184400040028)",Commercial,29138252,104898,ConEd
11372,"(40.75163073936716, -73.88361254528269)",Commercial,94561748,340422,ConEd
11373,"(40.73871040256307, -73.87835115518163)",Commercial,127254289,458115,ConEd
11374,"(40.72646491702238, -73.86148084756303)",Commercial,85616678,308220,ConEd
11375,"(40.720707263029794, -73.84628429608335)",Commercial,120456330,433643,ConEd
11377,"(40.74519376448069, -73.9048471440804)",Commercial,90059777,324215,ConEd
11378,"(40.72145310497689, -73.90854350068196)",Commercial,122749772,441899,ConEd
11379,"(40.71679766547993, -73.87933421310339)",Commercial,38177279,137438,ConEd
11385,"(40.70122489161548, -73.88334858436963)",Commercial,126632827,455878,ConEd
11411,"(40.694293339066405, -73.73568329125084)",Commercial,7195264,25903,ConEd
11412,"(40.69812711747255, -73.75923519834566)",Commercial,12555434,45200,ConEd
11413,"(40.66971118122609, -73.75087393328533)",Commercial,41168246,148206,ConEd
